# Matrix with as entries the values of fidelity dimension times x iterations
2.000000000000040079e-01,2.000000000000046463e-01,2.000000000000042022e-01,2.000000000000039246e-01,2.000000000000043132e-01,2.000000000000043132e-01,2.000000000000038136e-01,2.000000000000040634e-01,2.000000000000041189e-01,2.000000000000038691e-01,2.000000000000043132e-01,2.000000000000047018e-01,2.000000000000043687e-01,2.000000000000042022e-01,2.000000000000039246e-01,2.000000000000043687e-01,2.000000000000051459e-01,2.000000000000046185e-01,2.000000000000040079e-01,2.000000000000038691e-01
2.057335990652672808e-01,2.059427367809526510e-01,2.056894999812445834e-01,2.056746598974331930e-01,2.056535009654384127e-01,2.057687692750494179e-01,2.057741111944406120e-01,2.056478788331447538e-01,2.057613409810541694e-01,2.056582881932254581e-01,2.059627676995151868e-01,2.056582881932254581e-01,2.058605688185430327e-01,2.058828592571224636e-01,2.058828592571224636e-01,2.056119556418468108e-01,2.055861914122169565e-01,2.058045803165090559e-01,2.055854228928529481e-01,2.058477876209154900e-01
2.224776585995342226e-01,2.230413175505843448e-01,2.227126803886674000e-01,2.229534775991814377e-01,2.230285565817480276e-01,2.216873406534121127e-01,2.230285565817480276e-01,2.221751407618064444e-01,2.226429068639305675e-01,2.226130107696819294e-01,2.224663922803094551e-01,2.230794541443386070e-01,2.229307542169632894e-01,2.222999527097911654e-01,2.234757793088436029e-01,2.218902976468275223e-01,2.221561295744531594e-01,2.219784365840335172e-01,2.227517379422200017e-01,2.227240089463224659e-01
2.507960168805222212e-01,2.504285886833513275e-01,2.492961704840543080e-01,2.506030727178113482e-01,2.498455581061357900e-01,2.501368025752768731e-01,2.494885869429956105e-01,2.494452067804501239e-01,2.501368025752768731e-01,2.502239150846503613e-01,2.506030727178113482e-01,2.487191636073687040e-01,2.501368025752768731e-01,2.501003001375798895e-01,2.505519336253039242e-01,2.503591062908611664e-01,2.503591062908611664e-01,2.483509774258328695e-01,2.494007743778978992e-01,2.498753472784635554e-01
2.842478605017372817e-01,2.854795335265232770e-01,2.842478605017372817e-01,2.817317122811294761e-01,2.835522788555454032e-01,2.835522788555454032e-01,2.835522788555454032e-01,2.861328700591160290e-01,2.859523157407506400e-01,2.843552134442035584e-01,2.855750530783711660e-01,2.849977649773223765e-01,2.865825111267925052e-01,2.878815362993493721e-01,2.851092202754206828e-01,2.868782085514108293e-01,2.832560380185760729e-01,2.858959170186378129e-01,2.866256366387122112e-01,2.839973942470661594e-01
3.239064527273168848e-01,3.243425044169535032e-01,3.282091452910628204e-01,3.276933869043393566e-01,3.263465583934957448e-01,3.311648966791022053e-01,3.312198018740512562e-01,3.257288714458174694e-01,3.268272580357993173e-01,3.223232500203030981e-01,3.278959706617257663e-01,3.247128037256351019e-01,3.267927562730460478e-01,3.275910446032974654e-01,3.308871762922473980e-01,3.278076225497412732e-01,3.281976845083960925e-01,3.307236504440268510e-01,3.278959706617257663e-01,3.299903489061095097e-01
3.711475658449353010e-01,3.715117377607695115e-01,3.765482642622203779e-01,3.779719109585443215e-01,3.698375659877753963e-01,3.717190294528991967e-01,3.782009049884329510e-01,3.747590898667904069e-01,3.742895247459789299e-01,3.740640592215357385e-01,3.760250432169307544e-01,3.771307610621073558e-01,3.719350299082146982e-01,3.706271907728272419e-01,3.704408635799013583e-01,3.756523823938663353e-01,3.761126610198574638e-01,3.779701021798977933e-01,3.719008048552602252e-01,3.683049836935111121e-01
4.213906818934338161e-01,4.192900110113884082e-01,4.254677067762986375e-01,4.179053598196583175e-01,4.186473849388044899e-01,4.208459286139703548e-01,4.228572414974869909e-01,4.262701637209608818e-01,4.226556742400272015e-01,4.170291005943064233e-01,4.227175873232429937e-01,4.225431388712928005e-01,4.207043291412942421e-01,4.240142506631419117e-01,4.223874252629848947e-01,4.181579137593839368e-01,4.257402807662792887e-01,4.261433650385362815e-01,4.156441780983731182e-01,4.209878438658468114e-01
4.738742629950270513e-01,4.746762904245673265e-01,4.690173687468659480e-01,4.718594106683479117e-01,4.720946722519230865e-01,4.745157181118399570e-01,4.752057824800775543e-01,4.717968647909202007e-01,4.759760741238613369e-01,4.717560869835934478e-01,4.752268694797844861e-01,4.665939168269695458e-01,4.706012093710781885e-01,4.738060428280070346e-01,4.683333783750847079e-01,4.731625187180418246e-01,4.744129548484802839e-01,4.716819580411460433e-01,4.706257057774956287e-01,4.720620208878514856e-01
5.229796546805965951e-01,5.144053733113106430e-01,5.192098660520725328e-01,5.220294518803259010e-01,5.240230325520899290e-01,5.182371507922138854e-01,5.232846458455092664e-01,5.248189764048426520e-01,5.156778063799574152e-01,5.173760435975353067e-01,5.239961926424495653e-01,5.229937726467819292e-01,5.173420838672785349e-01,5.178498698700729763e-01,5.173979395459710195e-01,5.142205590964943340e-01,5.219965499039558310e-01,5.249680088111619014e-01,5.203187229527442836e-01,5.248760469455874267e-01
5.740131306376541342e-01,5.665015477722983306e-01,5.671819334249406097e-01,5.664416359675671364e-01,5.640515870250015773e-01,5.650100545433917043e-01,5.731240727056622353e-01,5.641619810134206325e-01,5.762156136087580593e-01,5.648833552029184357e-01,5.676336424668008140e-01,5.757391785148249230e-01,5.643264775914510478e-01,5.650464431000518095e-01,5.744523299592700916e-01,5.718606610184753247e-01,5.742700909105021845e-01,5.641495557632726365e-01,5.606221653168534935e-01,5.647873118398599734e-01
6.205996023952096152e-01,6.244043942727166563e-01,6.214567153571867175e-01,6.150726364831601289e-01,6.044359649558775915e-01,6.210304520916192228e-01,6.230720986322042521e-01,6.198653675426321064e-01,6.173109054106981075e-01,6.231806072810959218e-01,6.089312005660986182e-01,6.225051528593250616e-01,6.162628978022762771e-01,6.163828499045815867e-01,6.166040307776936569e-01,6.228705504265835691e-01,6.153950921509959704e-01,6.179515859452062720e-01,6.158692989331766565e-01,6.204002914949864333e-01
6.626586741312382456e-01,6.638384375956823957e-01,6.593479634741570283e-01,6.723477337282852684e-01,6.600817917659962397e-01,6.671908454854960091e-01,6.635125825858376736e-01,6.655595543934182956e-01,6.712554599553858248e-01,6.637279852841239114e-01,6.682606411305527239e-01,6.648789827465609870e-01,6.647665646008071860e-01,6.700772118412277045e-01,6.678455992920228068e-01,6.625373912825496259e-01,6.590734637171101751e-01,6.618367300693213107e-01,6.597876379719713746e-01,6.621036400932288624e-01
7.086324119561925317e-01,7.098022905433745144e-01,7.051482891965576982e-01,7.147117959381148466e-01,7.138217532711196300e-01,7.152764957204296170e-01,7.146043714340143405e-01,7.021415844229459413e-01,7.091589706549715766e-01,7.174096090068211584e-01,7.177885100535832397e-01,7.178786648269575021e-01,7.168132625816423520e-01,7.065025551786549007e-01,7.154124777067869534e-01,7.126211520403391564e-01,7.055523529540559391e-01,7.038914129913588225e-01,7.159491199903741387e-01,7.102390989136858623e-01
7.569565953282849646e-01,7.453433758439071966e-01,7.422098888901942360e-01,7.539226362392519309e-01,7.602359028647845962e-01,7.468211761478621424e-01,7.502487704469272822e-01,7.506770163355428460e-01,7.579839506174771424e-01,7.508200996483525014e-01,7.528438894718038066e-01,7.583792937480513530e-01,7.570452697233247541e-01,7.584373602674573389e-01,7.592603075884103436e-01,7.509131540701117213e-01,7.588143253804559007e-01,7.599175450387888331e-01,7.541037309147735623e-01,7.583492926945500923e-01
7.943027787774724624e-01,7.944015597308560217e-01,7.997434149340346687e-01,7.909803746252284107e-01,7.853789374432035286e-01,8.000007929597037215e-01,7.900042268785156807e-01,7.856820420343849642e-01,7.932541488162463406e-01,8.022000242422014926e-01,7.909513617580860023e-01,8.024692224085212544e-01,7.913902300850604865e-01,7.999812848191838466e-01,7.999672799715691340e-01,7.910594690160779319e-01,7.911052963374742841e-01,8.020042049875388823e-01,7.984259038514240903e-01,7.938179804977458787e-01
8.372525352410358224e-01,8.373648049464448295e-01,8.341617843971239621e-01,8.216977319839772198e-01,8.234674746875896290e-01,8.298664615587976190e-01,8.381271176530580291e-01,8.370754002642223357e-01,8.303524426349173648e-01,8.302014355510376475e-01,8.265346310393760776e-01,8.386258991976562882e-01,8.365367466020887655e-01,8.298528548823418394e-01,8.388002967242901287e-01,8.326436315141150235e-01,8.364577971679023616e-01,8.385370935659041125e-01,8.336377828374539334e-01,8.320495928926098239e-01
8.708749537897052528e-01,8.612735173562193758e-01,8.645563904016052570e-01,8.711053481796167119e-01,8.728944281864463584e-01,8.542939176588986161e-01,8.742270204623991958e-01,8.705965713405835471e-01,8.722255953282586072e-01,8.534308397955833181e-01,8.707212200665878088e-01,8.583383936028106120e-01,8.673838731522693912e-01,8.738649244199072630e-01,8.677768003107982908e-01,8.668987930780703843e-01,8.663216768337281826e-01,8.655845321011199633e-01,8.672162497269838566e-01,8.633423654666383396e-01
8.832354665514838832e-01,9.043559585662503952e-01,8.826971716165774584e-01,9.048341545093773197e-01,9.046142027447473533e-01,8.940517732351694891e-01,9.000803301164232995e-01,8.926406270723060699e-01,8.877142436264020553e-01,8.949311278654543678e-01,9.056111510731702507e-01,8.962241710769844882e-01,8.972225114063034912e-01,8.953811059950121942e-01,9.029701161768607376e-01,8.862600180961311969e-01,8.972492389139558044e-01,9.049369974587498922e-01,8.754041022597092159e-01,8.947645929325307446e-01
9.277929785574778876e-01,9.312095315999450174e-01,9.243510903054042993e-01,9.159399715327237734e-01,9.169907455872237101e-01,9.224046100699044848e-01,9.280935562970309416e-01,9.322873028763870584e-01,9.206736917992272007e-01,9.263453470702867065e-01,9.232984252983382767e-01,9.198129636035454748e-01,9.244584265255171296e-01,9.112630687809327723e-01,9.179807643246673532e-01,9.207276418983574295e-01,9.251955639328226511e-01,9.175914480511252469e-01,9.219525608731894417e-01,9.239327041263546425e-01
9.437208023500350818e-01,9.552043849032009204e-01,9.364062856665483769e-01,9.510314347454305040e-01,9.499998265385067864e-01,9.313628477238378167e-01,9.530497756880044191e-01,9.498515392559616632e-01,9.385193355372843937e-01,9.478481284544135743e-01,9.465835566766492848e-01,9.460623893636667114e-01,9.359790465727435560e-01,9.536329322096410710e-01,9.491074076652142866e-01,9.454011242965174588e-01,9.504349712074766643e-01,9.446285937571410329e-01,9.461327864406290367e-01,9.383985063311856001e-01
9.647912820870663264e-01,9.582210529221791839e-01,9.674114278283633128e-01,9.582273355130799253e-01,9.547499074448884127e-01,9.570986425902515693e-01,9.641120788547797860e-01,9.558407832693963657e-01,9.608416728793888195e-01,9.659904053060932583e-01,9.496043932884344896e-01,9.651524700158178316e-01,9.647227471678796462e-01,9.681657170898777531e-01,9.553249648689136064e-01,9.642475507206685892e-01,9.579831002267628071e-01,9.699306940135298261e-01,9.664134327071878250e-01,9.679561695469965921e-01
9.768028134524404660e-01,9.777963584854064694e-01,9.788241392122836171e-01,9.819838525321301637e-01,9.794116078913516210e-01,9.808612096474922382e-01,9.841638206792787669e-01,9.772854381613580443e-01,9.767462681913695599e-01,9.799137440864762461e-01,9.820345949316288126e-01,9.812210176446971577e-01,9.735863485020983532e-01,9.765890328367621276e-01,9.725881699626146570e-01,9.811942082746386573e-01,9.753135794886739207e-01,9.675765519566423833e-01,9.813158281138165684e-01,9.741737775299381674e-01
9.873998612954580922e-01,9.856564908533501645e-01,9.899223810072562690e-01,9.872599228435393615e-01,9.885935886459923383e-01,9.804247492608767489e-01,9.836045459627497101e-01,9.894267753808957400e-01,9.857539284163697735e-01,9.854106311388490802e-01,9.907775347754331774e-01,9.906029592470781964e-01,9.870210994720700626e-01,9.888162806151258311e-01,9.891785729131860050e-01,9.911729337022747721e-01,9.886806490964547001e-01,9.915484824189217949e-01,9.911924856736864520e-01,9.909929207504615256e-01
9.934905472160705520e-01,9.945876377553731773e-01,9.948491855305158227e-01,9.947760372222517189e-01,9.934578605964958786e-01,9.976570755929005108e-01,9.968992841997191823e-01,9.960922624915239387e-01,9.954875006626648926e-01,9.958690645365293470e-01,9.927218183627525283e-01,9.949315839040853149e-01,9.953431424560134078e-01,9.939152246438558436e-01,9.885211226159219544e-01,9.947305759565108207e-01,9.969652951917206130e-01,9.907526995187306840e-01,9.936033835484779919e-01,9.929056940359536343e-01
9.988314136295418644e-01,9.990778535663772386e-01,9.979132581914809119e-01,9.996027231445653305e-01,9.992859738813356651e-01,9.995607005364050002e-01,9.993007426720529329e-01,9.952989859422313179e-01,9.995409472439202858e-01,9.983980540564124651e-01,9.990059202019634377e-01,9.964700212546256930e-01,9.991594250699188384e-01,9.991399407875647398e-01,9.960919841318564005e-01,9.960139228433841918e-01,9.979211708144686277e-01,9.990567194906605497e-01,9.987773602343322787e-01,9.994285743938454702e-01
9.982040737907560413e-01,9.995854314020042874e-01,9.992546793368300984e-01,9.994317180543272894e-01,9.993201259527418889e-01,9.981989510251579878e-01,9.986851473837973225e-01,9.994575936270021499e-01,9.998399250502159052e-01,9.993653636149986141e-01,9.994914322550694230e-01,9.992838974074040870e-01,9.996767709830348680e-01,9.986820824821711629e-01,9.998039784430002852e-01,9.994963838887518381e-01,9.987853334191719723e-01,9.941703332413868166e-01,9.998696803058582105e-01,9.996588128084898939e-01
9.997111892021742774e-01,9.997282844140726876e-01,9.996543710244987224e-01,9.998471339387526857e-01,9.995568303348743022e-01,9.994177255673442062e-01,9.993490060535195063e-01,9.993593720871084551e-01,9.997584843189074588e-01,9.998064526043168865e-01,9.992088865023848188e-01,9.993147870505751929e-01,9.995297762989580059e-01,9.993606474384446603e-01,9.993835413691810610e-01,9.995387566784607047e-01,9.996923553739828217e-01,9.994521607122570650e-01,9.999996491883030858e-01,9.994763694212353000e-01
